Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
S,Full,Yellow,Round,Slim,Striped,1596,4,0
L,Half,Blue,Round,Slim,Striped,631,4,0
S,Sleeveless,White,Round,Loose,Solid,1423,3,1
S,Half,Red,V-Neck,Regular,Solid,772,2,0
S,Sleeveless,Black,V-Neck,Regular,Striped,2064,3,0
S,Full,Red,V-Neck,Loose,Printed,2608,1,0
XL,Half,Green,Polo,Slim,Printed,568,3,0
M,Half,Blue,Round,Regular,Solid,326,3,0
L,Half,Green,Polo,Regular,Solid,1293,2,1
M,Half,Green,Polo,Loose,Striped,2243,7,0
M,Half,Blue,Polo,Slim,Solid,916,1,0
L,Sleeveless,White,Round,Slim,Striped,2009,5,0
XL,Sleeveless,Red,V-Neck,Loose,Printed,911,1,0
M,Sleeveless,Red,Round,Regular,Printed,685,1,1
S,Full,Blue,V-Neck,Regular,Solid,441,0,0
M,Full,Black,Mandarin,Regular,Solid,3000,1,1
XL,Full,Green,V-Neck,Regular,Printed,441,1,0
L,Half,Green,Polo,Slim,Striped,343,8,1
M,Half,Yellow,Round,Loose,Printed,1248,4,0
M,Sleeveless,Black,Polo,Regular,Solid,2386,8,0
M,Sleeveless,White,Round,Regular,Solid,2506,3,1
M,Sleeveless,Black,Round,Regular,Striped,923,0,0
L,Full,Black,V-Neck,Loose,Solid,3000,1,0
L,Full,White,Polo,Slim,Printed,2263,3,1
L,Half,Blue,Mandarin,Regular,Checked,711,3,0
L,Half,Green,Polo,Loose,Striped,2514,7,0
M,Half,Green,Round,Regular,Striped,1650,3,0
L,Full,Blue,Polo,Slim,Printed,1799,2,0
S,Half,Blue,Mandarin,Slim,Solid,768,6,1
L,Full,Blue,V-Neck,Regular,Striped,1079,0,1
M,Half,Red,Round,Regular,Printed,1338,6,0
S,Half,Yellow,Polo,Slim,Printed,2325,3,0
XL,Sleeveless,Black,Round,Regular,Checked,784,1,0
M,Half,Red,Polo,Regular,Checked,898,1,0
XL,Full,Black,Mandarin,Regular,Striped,2175,4,0
M,Full,Red,Polo,Regular,Solid,825,8,1
L,Sleeveless,Green,V-Neck,Slim,Checked,934,5,1
M,Half,Blue,V-Neck,Regular,Solid,2356,10,1
L,Full,Yellow,Polo,Slim,Solid,870,2,0
XL,Half,Yellow,Polo,Slim,Striped,464,3,0
XL,Full,Yellow,V-Neck,Regular,Printed,2345,3,0
M,Half,Green,Polo,Regular,Solid,1522,0,0
S,Full,Blue,Round,Slim,Striped,397,2,1
L,Full,Yellow,Round,Regular,Striped,1961,10,0
L,Half,Blue,V-Neck,Loose,Striped,2094,9,0
M,Sleeveless,Red,V-Neck,Loose,Checked,1439,0,1
S,Sleeveless,Green,V-Neck,Slim,Solid,2606,2,0
M,Full,Yellow,Polo,Regular,Solid,1147,0,0
XL,Sleeveless,Yellow,V-Neck,Regular,Printed,862,3,0
XL,Half,Black,Polo,Slim,Solid,459,6,0
L,Half,White,Round,Slim,Printed,2432,2,0
XL,Full,Red,V-Neck,Slim,Solid,790,5,1
XL,Half,Green,V-Neck,Slim,Solid,801,1,1
L,Full,Red,Mandarin,Regular,Striped,1657,6,0
M,Full,Green,Mandarin,Regular,Checked,1135,4,1
XL,Sleeveless,Black,Round,Regular,Striped,1286,2,0
S,Sleeveless,White,Polo,Regular,Printed,3000,3,0
M,Sleeveless,Green,V-Neck,Loose,Checked,2848,2,0
L,Half,White,Mandarin,Loose,Striped,1499,10,1
L,Sleeveless,Blue,Round,Regular,Checked,787,8,0
M,Sleeveless,Blue,V-Neck,Regular,Printed,2444,2,0
M,Full,Green,Mandarin,Regular,Solid,521,8,1
L,Half,Red,V-Neck,Slim,Solid,912,1,0
S,Half,Black,Polo,Slim,Solid,2624,0,0
M,Half,Yellow,Round,Regular,Solid,481,0,1
S,Full,White,V-Neck,Loose,Printed,1767,9,0
M,Full,Black,Polo,Loose,Printed,881,2,0
M,Half,Blue,Polo,Slim,Printed,1253,2,0
L,Half,Black,V-Neck,Slim,Solid,3000,3,1
M,Sleeveless,White,V-Neck,Regular,Printed,450,8,0
M,Full,Yellow,Mandarin,Slim,Checked,1240,4,1
L,Full,Yellow,Round,Slim,Solid,2934,6,0
M,Full,Red,V-Neck,Regular,Striped,322,4,1
M,Full,Blue,V-Neck,Slim,Checked,300,7,0
XL,Full,Blue,V-Neck,Regular,Solid,2100,7,1
M,Half,Blue,Round,Regular,Solid,1988,8,0
M,Half,White,Polo,Loose,Striped,452,2,1
L,Half,Green,Round,Slim,Printed,219,7,0
S,Half,Blue,Polo,Slim,Checked,610,7,0
L,Sleeveless,Red,V-Neck,Regular,Solid,1067,1,0
XL,Sleeveless,Red,Polo,Regular,Striped,398,2,0
M,Full,Blue,V-Neck,Regular,Striped,845,3,1
XL,Full,Yellow,Mandarin,Loose,Solid,2189,4,1
M,Full,Red,Round,Slim,Printed,2427,2,0
XL,Full,Red,V-Neck,Loose,Solid,517,2,1
L,Sleeveless,White,Round,Slim,Checked,2498,0,0
L,Half,Red,Mandarin,Regular,Striped,2306,3,0
XL,Sleeveless,White,Round,Slim,Striped,2864,3,1
XL,Sleeveless,Yellow,V-Neck,Regular,Solid,2653,6,0
L,Full,Blue,Polo,Slim,Striped,507,0,1
M,Sleeveless,Green,V-Neck,Loose,Solid,479,3,1
M,Half,Yellow,Polo,Slim,Checked,447,4,1
XL,Full,Green,Round,Regular,Printed,2810,6,0
L,Half,Red,V-Neck,Loose,Printed,1311,5,0
M,Sleeveless,Black,Polo,Slim,Solid,775,6,1
L,Full,Yellow,V-Neck,Regular,Solid,1519,9,0
M,Half,Black,Mandarin,Loose,Solid,1015,7,0
XL,Sleeveless,Blue,V-Neck,Loose,Printed,1162,8,1
XL,Full,Black,Polo,Loose,Solid,1209,3,0
M,Half,Red,Polo,Slim,Printed,1354,1,0
XL,Full,Blue,Polo,Slim,Printed,788,1,0
L,Sleeveless,White,V-Neck,Loose,Striped,703,2,0
M,Full,White,Polo,Regular,Checked,1978,2,1
M,Sleeveless,Yellow,Polo,Loose,Solid,2377,7,1
L,Full,Yellow,Round,Regular,Striped,2791,3,0
M,Full,Green,V-Neck,Loose,Striped,747,2,0
S,Sleeveless,Red,Round,Slim,Solid,808,4,0
S,Full,Yellow,Round,Regular,Striped,362,0,1
S,Full,Blue,Mandarin,Regular,Printed,233,1,1
M,Half,Red,Polo,Slim,Printed,709,3,1
XL,Sleeveless,Red,Round,Slim,Checked,1684,3,0
M,Full,Blue,Polo,Loose,Striped,328,1,0
M,Full,White,Polo,Regular,Checked,1641,4,0
XL,Half,Green,Polo,Regular,Printed,1637,2,1
L,Half,White,Polo,Regular,Printed,2158,4,0
L,Half,Red,Round,Loose,Checked,842,1,0
M,Sleeveless,White,Polo,Slim,Solid,857,3,1
XL,Full,Red,Round,Slim,Printed,1450,3,0
L,Sleeveless,Black,Round,Regular,Solid,1876,6,0
S,Full,Black,V-Neck,Loose,Printed,2623,2,1
M,Sleeveless,Black,Mandarin,Regular,Printed,265,8,0
M,Full,Red,Round,Slim,Striped,1462,1,1
L,Half,Black,Polo,Regular,Striped,2269,1,0
M,Full,Green,Round,Slim,Checked,864,0,0
M,Full,Green,Polo,Slim,Solid,683,2,0
S,Sleeveless,Red,V-Neck,Loose,Printed,786,3,0
S,Half,Black,V-Neck,Regular,Checked,883,3,0
L,Half,Red,V-Neck,Slim,Printed,1539,5,1
L,Full,Black,V-Neck,Regular,Striped,2653,4,1
M,Sleeveless,White,Polo,Regular,Solid,1965,4,0
L,Half,Red,Polo,Regular,Printed,447,0,0
L,Half,Red,Mandarin,Loose,Checked,1579,4,0
L,Half,White,Mandarin,Slim,Solid,1213,8,0
XL,Full,Yellow,V-Neck,Slim,Checked,2435,6,0
XL,Full,White,Mandarin,Slim,Striped,1407,9,1
S,Half,White,Mandarin,Slim,Printed,1818,2,0
S,Sleeveless,Red,Polo,Slim,Striped,1264,0,0
XL,Full,Blue,Round,Slim,Solid,1596,0,1
L,Sleeveless,Black,V-Neck,Slim,Printed,820,3,1
XL,Half,Green,Mandarin,Slim,Solid,2743,3,0
M,Half,Black,V-Neck,Loose,Solid,775,2,0
S,Full,Black,Round,Loose,Striped,484,0,1
XL,Full,Red,Mandarin,Slim,Solid,2061,0,0
XL,Half,Red,V-Neck,Loose,Solid,356,4,0
M,Full,White,Polo,Slim,Solid,908,3,0
M,Half,Yellow,Mandarin,Regular,Striped,1168,1,1
L,Full,Red,Polo,Slim,Solid,2431,2,0
L,Full,Green,V-Neck,Slim,Printed,871,0,0
M,Half,Red,Mandarin,Regular,Checked,1582,0,1
M,Half,White,Polo,Regular,Solid,1074,1,1
S,Half,Black,Mandarin,Slim,Solid,375,9,1
S,Sleeveless,Blue,Round,Regular,Printed,2031,7,1
L,Half,Blue,V-Neck,Slim,Solid,679,3,1
S,Sleeveless,Yellow,V-Neck,Regular,Solid,2023,5,0
S,Half,Red,Round,Regular,Striped,994,3,1
XL,Sleeveless,Yellow,Polo,Slim,Checked,917,0,0
S,Full,Black,V-Neck,Regular,Printed,2129,2,1
M,Half,Green,Mandarin,Loose,Printed,560,3,0
L,Full,White,Polo,Loose,Striped,1997,2,0
M,Sleeveless,Red,Polo,Loose,Solid,292,0,0
M,Half,Yellow,Round,Loose,Printed,1400,3,0
M,Sleeveless,Red,V-Neck,Slim,Checked,1670,4,0
L,Half,Black,Polo,Regular,Striped,2079,0,0
L,Full,White,Polo,Regular,Striped,454,3,0
S,Full,White,Polo,Regular,Checked,542,0,1
M,Sleeveless,Green,Polo,Loose,Solid,842,3,0
M,Half,Red,Round,Regular,Solid,1435,8,0
M,Half,White,V-Neck,Regular,Striped,665,3,0
M,Sleeveless,Blue,Mandarin,Slim,Checked,686,0,0
S,Half,Black,Polo,Loose,Checked,825,2,1
L,Full,Red,Round,Slim,Solid,2650,2,1
M,Full,White,Polo,Slim,Printed,1076,7,0
XL,Sleeveless,Yellow,Mandarin,Slim,Checked,876,0,0
L,Sleeveless,Red,V-Neck,Loose,Solid,561,7,0
S,Half,Blue,Polo,Slim,Striped,2770,4,0
L,Half,Black,Polo,Slim,Striped,2487,3,1
XL,Full,White,V-Neck,Slim,Printed,322,4,0
M,Half,Yellow,Round,Slim,Printed,1788,0,0
L,Half,Red,Round,Regular,Solid,2117,9,1
M,Sleeveless,Black,V-Neck,Regular,Printed,528,2,0
M,Sleeveless,Black,Round,Loose,Striped,516,3,0
M,Half,Red,Polo,Loose,Solid,912,2,0
S,Half,Red,Round,Slim,Printed,1057,3,0
M,Half,White,Round,Regular,Solid,200,1,0
M,Full,White,V-Neck,Loose,Checked,2444,4,0
M,Sleeveless,White,V-Neck,Slim,Solid,2397,2,0
M,Sleeveless,Black,V-Neck,Loose,Solid,2780,4,1
XL,Full,Yellow,Mandarin,Loose,Printed,2466,0,0
L,Half,Green,Polo,Loose,Printed,1031,2,0
S,Full,Blue,Polo,Loose,Striped,1182,5,0
M,Half,Blue,Mandarin,Regular,Printed,1400,2,1
S,Half,Black,V-Neck,Loose,Solid,1199,7,0
XL,Full,Red,Polo,Regular,Solid,1954,2,1
L,Sleeveless,Blue,Mandarin,Slim,Checked,200,0,0
S,Half,Yellow,Polo,Slim,Checked,2901,1,0
L,Full,White,Round,Regular,Checked,2488,4,0
M,Full,Blue,Round,Regular,Striped,1043,5,1
M,Full,White,Polo,Loose,Solid,431,1,1
L,Full,Black,Mandarin,Regular,Solid,719,3,1
L,Half,Yellow,Polo,Slim,Printed,1567,5,0
XL,Full,Black,Mandarin,Loose,Printed,1103,0,0
M,Full,Blue,Round,Regular,Solid,1144,2,1
L,Full,Blue,V-Neck,Regular,Striped,1036,3,1
XL,Sleeveless,Blue,V-Neck,Slim,Printed,2220,3,1
M,Half,Yellow,Mandarin,Slim,Striped,1114,2,0
M,Full,Blue,V-Neck,Loose,Checked,1175,1,0
M,Full,Black,V-Neck,Regular,Solid,386,1,1
M,Half,Black,V-Neck,Regular,Checked,1212,6,0
L,Half,Black,Round,Regular,Solid,1233,3,1
S,Full,Yellow,V-Neck,Loose,Solid,1945,3,0
L,Half,Blue,Polo,Slim,Solid,979,2,1
S,Sleeveless,Blue,Polo,Regular,Printed,2262,6,1
M,Half,Red,Polo,Loose,Striped,1110,0,0
XL,Sleeveless,White,Polo,Loose,Solid,595,2,1
S,Sleeveless,Blue,V-Neck,Regular,Printed,2147,3,1
L,Half,Blue,V-Neck,Loose,Solid,1019,1,0
M,Half,Black,Round,Slim,Solid,704,2,0
L,Half,Black,Mandarin,Loose,Printed,943,1,1
XL,Full,Black,Mandarin,Loose,Solid,1401,3,0
S,Half,Green,Round,Regular,Checked,1796,2,0
M,Half,Blue,Round,Slim,Solid,745,0,1
XL,Sleeveless,Black,Round,Slim,Striped,1635,3,0
S,Full,Blue,V-Neck,Regular,Striped,734,2,1
S,Sleeveless,White,Polo,Slim,Solid,383,8,1
S,Half,White,Mandarin,Loose,Printed,2770,3,0
S,Full,Red,Round,Slim,Checked,2501,7,0
M,Full,Blue,Polo,Slim,Solid,312,3,0
M,Half,Black,V-Neck,Slim,Striped,2005,1,0
L,Sleeveless,Blue,Round,Regular,Printed,2257,2,1
M,Full,Blue,V-Neck,Regular,Solid,497,3,1
M,Half,Black,V-Neck,Regular,Checked,586,2,0
XL,Sleeveless,Red,Polo,Regular,Printed,699,1,0
M,Full,Yellow,V-Neck,Regular,Checked,231,0,1
XL,Half,White,V-Neck,Slim,Solid,737,1,0
M,Half,Black,V-Neck,Loose,Solid,538,3,1
M,Half,White,Polo,Loose,Solid,1620,4,0
XL,Half,Red,Round,Regular,Striped,833,0,0
M,Half,White,Round,Loose,Solid,3000,0,0
XL,Half,Green,Polo,Regular,Checked,713,0,0
S,Full,White,Polo,Regular,Printed,2983,1,0
L,Sleeveless,Green,Mandarin,Regular,Checked,238,4,0
L,Full,Green,Round,Loose,Checked,785,2,0
M,Full,White,Mandarin,Slim,Solid,605,4,1
L,Full,White,Round,Regular,Printed,2947,0,0
L,Half,White,Polo,Regular,Solid,1938,1,0
S,Half,Blue,Mandarin,Regular,Solid,2135,1,0
S,Half,Yellow,Round,Slim,Solid,1626,0,0
XL,Half,Blue,Polo,Slim,Solid,1988,0,0
L,Half,Black,Mandarin,Regular,Solid,2648,5,1
S,Half,Blue,Round,Regular,Striped,1219,0,0
M,Full,White,Mandarin,Loose,Striped,512,3,1
M,Half,Black,Polo,Loose,Checked,2194,2,1
L,Half,Green,V-Neck,Slim,Solid,699,3,1
M,Full,White,Round,Regular,Checked,2288,7,0
M,Half,Black,Mandarin,Regular,Printed,288,2,0
M,Sleeveless,Black,Polo,Slim,Printed,734,2,0
S,Full,Blue,Round,Slim,Striped,2405,1,1
L,Sleeveless,White,Polo,Loose,Solid,641,0,0
L,Half,Blue,Round,Loose,Solid,439,4,1
XL,Full,Black,Mandarin,Slim,Solid,2206,2,1
M,Full,Red,Polo,Regular,Striped,1693,3,1
S,Half,Black,Mandarin,Slim,Checked,2771,9,0
M,Sleeveless,Blue,V-Neck,Regular,Striped,2006,1,1
S,Full,Black,Polo,Slim,Printed,475,1,0
S,Sleeveless,Black,Polo,Loose,Checked,2434,3,0
L,Sleeveless,Blue,Polo,Regular,Striped,2518,0,1
S,Full,Green,Round,Slim,Solid,2256,2,0
M,Full,White,V-Neck,Loose,Solid,1211,0,0
L,Sleeveless,Blue,Round,Regular,Checked,1300,2,1
M,Full,White,Polo,Slim,Solid,862,1,1
M,Full,Red,Polo,Slim,Checked,2736,0,0
L,Half,Green,Polo,Regular,Checked,1407,1,0
M,Half,Blue,Polo,Loose,Printed,852,2,0
M,Full,Blue,V-Neck,Loose,Printed,386,1,1
M,Half,Black,V-Neck,Regular,Printed,716,4,0
M,Sleeveless,Red,Polo,Regular,Striped,783,3,1
XL,Sleeveless,White,Polo,Regular,Checked,1686,0,0
XL,Sleeveless,Yellow,Round,Loose,Solid,1880,4,0
S,Half,Red,Polo,Slim,Solid,770,3,0
M,Full,Black,V-Neck,Slim,Solid,1222,2,1
L,Sleeveless,Green,Polo,Slim,Printed,2315,7,0
S,Half,Black,Round,Regular,Checked,1183,2,0
L,Half,Yellow,Polo,Slim,Printed,991,4,0
S,Half,Black,V-Neck,Slim,Solid,749,2,1
L,Half,Green,Round,Slim,Printed,1858,7,1
L,Half,Red,Polo,Loose,Solid,637,1,1
M,Sleeveless,Blue,Round,Regular,Solid,2014,0,0
L,Half,Black,Round,Slim,Solid,457,1,1
L,Full,Blue,Round,Loose,Solid,2330,1,1
L,Half,Red,Mandarin,Slim,Striped,671,0,1
L,Full,Yellow,Polo,Regular,Printed,2678,2,0
M,Half,Blue,Polo,Loose,Printed,1745,4,0
L,Half,Red,Polo,Slim,Solid,2376,4,0
S,Half,Black,Mandarin,Slim,Printed,546,1,1
XL,Half,Black,V-Neck,Slim,Striped,2604,0,1
L,Sleeveless,Green,V-Neck,Loose,Solid,2447,3,0
M,Full,Black,Round,Regular,Solid,626,2,1
L,Full,Yellow,Polo,Slim,Printed,1421,3,1
L,Full,Black,Mandarin,Loose,Printed,413,2,0
L,Sleeveless,Black,V-Neck,Slim,Printed,786,1,1
S,Half,Green,Mandarin,Slim,Checked,1672,1,0
S,Half,Red,Polo,Regular,Printed,1365,6,0
S,Full,Yellow,Round,Slim,Solid,1610,2,1
XL,Full,Red,Polo,Slim,Striped,2315,3,1
L,Full,White,Polo,Regular,Solid,619,1,1
S,Half,Black,Polo,Regular,Striped,1494,0,0
M,Half,Black,Mandarin,Loose,Printed,514,6,0
XL,Full,White,Round,Slim,Solid,859,2,0
L,Half,Yellow,V-Neck,Loose,Striped,994,1,0
L,Sleeveless,Green,Mandarin,Regular,Checked,2291,6,0
S,Full,Yellow,V-Neck,Regular,Printed,1151,0,0
S,Full,Yellow,Polo,Regular,Solid,795,3,0
M,Sleeveless,Black,Polo,Loose,Printed,782,0,0
M,Half,White,V-Neck,Loose,Striped,2467,1,0
L,Full,Black,V-Neck,Regular,Striped,1766,5,1
L,Full,Yellow,Mandarin,Regular,Solid,701,1,1
XL,Full,Red,Round,Loose,Solid,559,1,0
S,Sleeveless,Black,Round,Slim,Printed,701,1,0
M,Full,Red,Mandarin,Regular,Printed,780,8,0
M,Full,Black,V-Neck,Slim,Printed,405,3,1
M,Sleeveless,White,Polo,Slim,Printed,949,3,0
S,Full,Black,V-Neck,Regular,Striped,1571,0,0
XL,Full,Blue,Polo,Regular,Striped,2151,2,0
M,Full,Blue,Polo,Loose,Printed,289,4,1
S,Sleeveless,Yellow,Round,Slim,Solid,1952,0,0
XL,Full,Black,Polo,Regular,Solid,2852,7,0
XL,Half,Yellow,V-Neck,Slim,Printed,585,1,0
S,Half,Yellow,V-Neck,Regular,Printed,940,7,0
M,Half,White,V-Neck,Slim,Solid,2030,2,1
S,Full,Blue,Mandarin,Regular,Solid,1217,1,0
M,Half,Green,V-Neck,Regular,Striped,2925,8,0
XL,Sleeveless,Blue,V-Neck,Slim,Checked,1330,3,0
L,Half,Yellow,Mandarin,Loose,Striped,944,2,0
L,Full,Black,V-Neck,Regular,Printed,706,2,0
M,Full,White,V-Neck,Slim,Printed,2348,6,0
L,Sleeveless,Black,Polo,Regular,Checked,1268,0,0
M,Half,Yellow,Round,Loose,Solid,507,2,0
L,Half,Black,V-Neck,Regular,Checked,594,3,1
S,Full,Green,V-Neck,Loose,Printed,854,3,1
M,Half,Black,V-Neck,Loose,Checked,2263,0,0
M,Half,Yellow,Round,Slim,Printed,2319,8,1
L,Sleeveless,Black,V-Neck,Loose,Printed,2386,3,0
S,Sleeveless,Blue,V-Neck,Loose,Checked,377,0,0
S,Sleeveless,White,Polo,Regular,Checked,1027,7,0
L,Sleeveless,Blue,Round,Slim,Printed,582,4,1
L,Half,Green,Round,Slim,Solid,1402,8,0
L,Full,Green,Polo,Slim,Solid,957,1,0
L,Full,Blue,Round,Regular,Printed,1454,2,0
S,Full,Blue,Polo,Slim,Printed,2251,4,0
L,Full,Black,Polo,Regular,Solid,1383,7,0
S,Full,Red,V-Neck,Loose,Printed,2176,2,0
M,Sleeveless,White,Round,Slim,Striped,494,1,0
XL,Sleeveless,Black,Mandarin,Slim,Checked,949,6,0
S,Sleeveless,Red,Mandarin,Loose,Checked,2243,3,0
XL,Half,Black,Round,Regular,Checked,2816,2,0
M,Full,Red,V-Neck,Slim,Striped,971,3,0
XL,Sleeveless,Yellow,Polo,Regular,Striped,2325,2,1
S,Half,Blue,Mandarin,Loose,Solid,2398,1,0
L,Full,Blue,Mandarin,Regular,Solid,2727,3,0
M,Full,Red,Mandarin,Regular,Solid,1602,7,0
S,Half,Blue,Polo,Loose,Checked,1864,2,1
M,Full,White,Polo,Regular,Checked,1179,2,1
L,Half,Blue,Mandarin,Regular,Checked,2994,5,0
M,Half,Blue,Round,Regular,Printed,644,2,0
M,Half,Red,Polo,Loose,Checked,688,1,0
M,Half,Blue,Round,Slim,Checked,1962,8,0
L,Full,Red,V-Neck,Regular,Solid,3000,2,0
M,Full,White,Polo,Slim,Printed,957,3,0
M,Sleeveless,Red,V-Neck,Regular,Printed,1146,3,1
M,Full,Yellow,V-Neck,Slim,Checked,2005,6,1
L,Full,Black,Round,Slim,Printed,2176,1,0
L,Sleeveless,Black,V-Neck,Loose,Striped,1403,7,0
XL,Full,Black,Mandarin,Regular,Striped,1188,0,0
XL,Half,Yellow,Round,Slim,Printed,586,4,1
S,Full,Green,V-Neck,Slim,Solid,2219,1,0
M,Half,Red,Mandarin,Loose,Solid,2803,6,0
M,Full,White,Round,Loose,Solid,1003,0,0
L,Full,White,Polo,Regular,Striped,567,3,0
M,Full,Blue,Polo,Slim,Printed,221,7,0
S,Full,Yellow,Round,Slim,Solid,1191,3,0
L,Half,Blue,Round,Loose,Checked,818,3,1
M,Half,White,Mandarin,Slim,Printed,655,3,1
L,Sleeveless,Blue,Mandarin,Slim,Printed,2809,7,0
M,Full,White,Round,Loose,Solid,761,2,1
S,Full,Blue,V-Neck,Regular,Solid,387,9,1
XL,Full,Green,V-Neck,Slim,Printed,1911,0,1
L,Full,White,Mandarin,Loose,Printed,1583,5,0
M,Sleeveless,Blue,Polo,Loose,Solid,421,1,0
XL,Full,Black,V-Neck,Slim,Solid,587,0,0
L,Half,Green,Mandarin,Regular,Striped,507,3,1
M,Sleeveless,Blue,Polo,Loose,Printed,808,3,1
S,Half,Black,Round,Slim,Solid,1014,1,0
L,Half,White,Polo,Slim,Solid,1352,7,0
S,Sleeveless,Black,Round,Loose,Striped,2713,4,0
L,Sleeveless,Red,Round,Regular,Printed,1246,0,1
L,Full,Yellow,Polo,Slim,Printed,356,3,0
S,Full,Green,V-Neck,Regular,Printed,1277,0,1
XL,Full,White,Mandarin,Regular,Printed,883,0,1
L,Full,Green,Mandarin,Slim,Printed,1365,2,1
L,Half,White,Round,Slim,Printed,2521,5,0
M,Half,Blue,Round,Loose,Printed,1118,9,1
M,Half,Red,V-Neck,Slim,Solid,2821,0,0
M,Half,Blue,Round,Regular,Checked,2039,1,0
S,Half,Blue,Round,Regular,Solid,1251,2,1
S,Half,Red,Round,Slim,Checked,1854,1,1
L,Full,White,Polo,Slim,Striped,836,0,0
M,Half,White,Polo,Slim,Printed,443,4,0
L,Full,Yellow,Polo,Loose,Solid,418,0,0
L,Sleeveless,Green,Round,Regular,Striped,1093,0,0
L,Half,Black,Round,Regular,Solid,1585,2,0
L,Sleeveless,Yellow,Polo,Slim,Striped,2597,8,0
S,Half,Red,Round,Regular,Checked,736,2,0
S,Half,Black,Mandarin,Loose,Printed,1598,3,0
M,Sleeveless,Green,Round,Loose,Printed,1439,7,0
XL,Full,Blue,Mandarin,Regular,Solid,1469,8,0
S,Sleeveless,Blue,Mandarin,Regular,Solid,229,2,0
M,Full,Red,V-Neck,Slim,Striped,1388,9,1
L,Full,Blue,V-Neck,Slim,Striped,2159,7,0
L,Half,Red,Polo,Regular,Printed,2038,2,0
L,Sleeveless,Red,Mandarin,Regular,Solid,644,1,0
M,Half,Blue,Polo,Regular,Printed,334,1,0
XL,Half,Green,V-Neck,Regular,Solid,2923,2,0
L,Full,Blue,Polo,Loose,Striped,1110,3,1
M,Full,Blue,Polo,Loose,Solid,854,0,0
S,Half,Green,Polo,Regular,Checked,487,0,0
L,Full,Green,V-Neck,Regular,Solid,2560,0,0
S,Half,Black,V-Neck,Slim,Solid,1703,1,0
M,Sleeveless,Black,Round,Loose,Solid,1554,3,0
S,Full,Red,Polo,Loose,Striped,714,10,1
M,Full,Red,V-Neck,Loose,Printed,281,2,0
M,Full,Yellow,Round,Loose,Solid,588,1,0
XL,Half,Red,V-Neck,Regular,Checked,2152,0,0
S,Half,White,Mandarin,Loose,Checked,1558,9,0
L,Full,Yellow,Mandarin,Regular,Striped,1077,9,0
M,Full,Yellow,V-Neck,Regular,Solid,735,1,1
S,Half,Red,Mandarin,Slim,Checked,1907,5,0
L,Half,Blue,Polo,Loose,Printed,925,0,0
S,Full,Yellow,Round,Loose,Solid,406,1,0
L,Sleeveless,Yellow,V-Neck,Regular,Solid,407,5,0
M,Half,Black,Round,Slim,Solid,443,5,0
S,Half,Blue,V-Neck,Loose,Striped,651,2,0
M,Sleeveless,Green,Mandarin,Loose,Printed,885,0,1
M,Full,Black,V-Neck,Regular,Printed,468,0,1
M,Full,Blue,Mandarin,Slim,Checked,405,1,0
S,Full,Red,V-Neck,Slim,Striped,3000,2,1
S,Sleeveless,Blue,Mandarin,Loose,Printed,2769,1,0
M,Sleeveless,White,Polo,Loose,Checked,2646,4,1
L,Full,Black,Round,Loose,Printed,918,3,1
XL,Full,Black,V-Neck,Slim,Solid,369,3,0
M,Full,Black,V-Neck,Regular,Striped,2171,0,1
M,Full,Blue,Mandarin,Regular,Striped,225,1,1
L,Half,Red,Polo,Loose,Checked,1102,1,0
XL,Half,White,Mandarin,Loose,Solid,850,1,0
L,Half,Red,Round,Slim,Striped,1296,2,0
L,Sleeveless,Black,Polo,Loose,Solid,649,3,1
L,Full,Black,Mandarin,Slim,Printed,612,2,1
L,Full,Red,Polo,Slim,Checked,343,9,0
S,Full,Yellow,Round,Loose,Solid,532,1,0
M,Full,White,Round,Regular,Solid,1296,6,1
M,Half,Red,Polo,Regular,Printed,1840,2,0
L,Full,Red,Mandarin,Slim,Printed,421,7,0
S,Sleeveless,Black,Polo,Slim,Striped,2608,4,1
S,Half,Blue,Round,Regular,Printed,625,5,1
M,Half,Red,Round,Regular,Printed,2028,3,1
XL,Sleeveless,Yellow,V-Neck,Slim,Solid,2597,7,0
S,Half,White,Round,Slim,Checked,1033,1,0
M,Half,Yellow,V-Neck,Slim,Striped,1686,1,0
S,Half,Black,Round,Regular,Checked,2245,6,0
M,Sleeveless,Blue,Polo,Slim,Printed,604,0,0
L,Full,Black,Polo,Regular,Printed,1385,5,1
M,Half,Black,Round,Regular,Printed,1094,0,0
M,Full,White,V-Neck,Regular,Striped,512,3,1
L,Full,White,V-Neck,Regular,Striped,1183,1,0
M,Sleeveless,Black,V-Neck,Regular,Printed,907,2,1
XL,Sleeveless,Black,Round,Regular,Printed,1766,0,1
L,Half,Green,Polo,Regular,Checked,1450,1,0
S,Full,Red,Mandarin,Loose,Solid,524,0,1
M,Half,Yellow,V-Neck,Regular,Striped,799,2,0
L,Full,Red,V-Neck,Slim,Striped,1606,3,0
L,Full,Blue,V-Neck,Regular,Striped,337,3,1
S,Full,Yellow,Round,Slim,Solid,1326,0,0
XL,Full,Blue,Round,Regular,Printed,1074,3,0
S,Full,Red,Polo,Loose,Solid,2813,6,1
XL,Full,Blue,Round,Slim,Checked,767,3,1
M,Half,Blue,V-Neck,Slim,Printed,1781,1,1
M,Half,Green,Polo,Loose,Striped,1647,2,0
L,Full,Black,Mandarin,Loose,Printed,2104,4,1
